MnO_XAS,PhotonEnergy
0.00034271288495243697,646.0499999999927
0.00027722255681000667,646.0999999999926
0.00021741858092866575,646.1499999999926
0.0001664846775250092,646.1999999999925
0.00012757643642509513,646.2499999999925
0.00010193026579437748,646.2999999999925
8.766658502075977e-05,646.3499999999924
8.262055363507793e-05,646.3999999999924
8.462733116816865e-05,646.4499999999923
9.152207715086841e-05,646.4999999999923
0.00010126490697919772,646.5499999999922
0.00011232953255305061,646.5999999999922
0.00012332160251230976,646.6499999999921
0.00013284676559237457,646.6999999999921
0.00013951067052864338,646.749999999992
0.00014204927765101461,646.799999999992
0.00014071779727833,646.849999999992
0.00013675368372768407,646.8999999999919
0.00013141085587558182,646.9499999999919
0.00012594323259852721,646.9999999999918
0.00012159271312765155,647.0499999999918
0.00011891734017851224,647.0999999999917
