0.00,0.10,0.20,0.30,0.40,0.50,0.60,0.70,0.80,0.90,1.00,1.10,1.20,1.30,1.40,1.50,1.60,1.70,1.80,1.90,2.00,2.10,2.20,2.30,2.40,2.50,PhotonEnergy (eV)
1.986336249702966e-06,1.9863517327021865e-06,1.986336387307104e-06,1.9863688921498926e-06,1.986362384835463e-06,1.9863708994317002e-06,1.986361166162568e-06,1.9914099508154767e-06,1.991436351040431e-06,1.9964558487084306e-06,1.996474378571796e-06,2.0015330014509023e-06,2.001542554700345e-06,2.00657007277841e-06,2.0116237055221533e-06,2.0166851110348588e-06,2.0217196191409723e-06,2.0267788064688783e-06,2.026795332034828e-06,2.0368859498985496e-06,2.0419520409803527e-06,2.046974780346821e-06,2.0520569128816175e-06,2.0571355765674922e-06,2.0722549121732402e-06,2.072249743917479e-06,630.0
2.4639721058087394e-06,2.465511911001659e-06,2.4654928697018106e-06,2.4657603713217676e-06,2.4654268040582187e-06,2.4649003581648887e-06,2.4709017874434964e-06,2.469949919877206e-06,2.475985106774344e-06,2.4751560112630976e-06,2.480386977845549e-06,2.483713236268649e-06,2.4889328116191664e-06,2.4939538978870406e-06,2.499241761219009e-06,2.504307764915554e-06,2.5092948610595648e-06,2.514571138520531e-06,2.518948522555208e-06,2.528329901789946e-06,2.5326084615267e-06,2.5393132067145263e-06,2.548034697066696e-06,2.558331563570028e-06,2.569271626369286e-06,2.5803280305562884e-06,630.04995
2.8844818160988028e-06,2.8846444178916986e-06,2.884622187966393e-06,2.886647620739767e-06,2.8875335427896026e-06,2.8902394622904756e-06,2.891244915843399e-06,2.8953648541041194e-06,2.896335411920546e-06,2.9018530536929403e-06,2.9069390949130014e-06,2.9099767374223513e-06,2.9150472789170405e-06,2.920044873483317e-06,2.9271150145453176e-06,2.932183776545365e-06,2.9368540710504448e-06,2.9437856651322376e-06,2.9525477272995923e-06,2.958494567568686e-06,2.9677081040499696e-06,2.974355593140413e-06,2.9839175230743035e-06,2.994079347838474e-06,3.0020579066928048e-06,3.0168082825417477e-06,630.0999
3.2206238534698985e-06,3.220648629215031e-06,3.2206237641250127e-06,3.2206821529979806e-06,3.225710040608115e-06,3.2257201308005387e-06,3.2307512449824733e-06,3.230743331386667e-06,3.235847400370174e-06,3.2408520512838966e-06,3.245923709175474e-06,3.250972873374883e-06,3.2560304244675826e-06,3.261052894585817e-06,3.2661143343521112e-06,3.2711883616596266e-06,3.2812439515963462e-06,3.2863384457588723e-06,3.296427111225854e-06,3.306522487102983e-06,3.3115824702600145e-06,3.3216448197188076e-06,3.3368357702933304e-06,3.346978301395487e-06,3.3570654891660156e-06,3.372183725217704e-06,630.14985
3.463896391216628e-06,3.463921477538059e-06,3.463894524792628e-06,3.470029007851745e-06,3.469046103867666e-06,3.4689892900247576e-06,3.474047333003964e-06,3.4801579177519445e-06,3.479144837855646e-06,3.4841411688870515e-06,3.489214855672627e-06,3.494162186922361e-06,3.4994163108503995e-06,3.507700722904612e-06,3.514851008709604e-06,3.5200585212277805e-06,3.5300335589282423e-06,3.5385578139697304e-06,3.5485370204423316e-06,3.5546694761511643e-06,3.565128920441934e-06,3.5793367861199077e-06,3.589032879496665e-06,3.5986455925273453e-06,3.617589712682369e-06,3.6327113525080386e-06,630.1998
3.6315511240324403e-06,3.631579199127215e-06,3.6315489019064063e-06,3.631134596841877e-06,3.6370915886535806e-06,3.6366534269205453e-06,3.6416822435361336e-06,3.6430221423966377e-06,3.646759881469313e-06,3.6517604001411054e-06,3.6568358422972167e-06,3.661895871673043e-06,3.6689253752966296e-06,3.676901422561005e-06,3.682246093046848e-06,3.688701985334141e-06,3.698794167314044e-06,3.7073776943949978e-06,3.7174776158512526e-06,3.728255268218939e-06,3.7383841317165164e-06,3.7491597313831102e-06,3.759363771245761e-06,3.775123656916142e-06,3.793542168823799e-06,3.8086585318645573e-06,630.24975
3.7402359173322156e-06,3.740264997475469e-06,3.7402369455363403e-06,3.740297078595977e-06,3.7402862358042495e-06,3.745343227686048e-06,3.7503658238703674e-06,3.7504313600538403e-06,3.755479227141402e-06,3.7604792426014337e-06,3.7655557432303287e-06,3.7706294885270453e-06,3.7756911190543297e-06,3.7857357018443235e-06,3.7907704758221847e-06,3.8009390149150948e-06,3.810998213549358e-06,3.81603332004691e-06,3.826147992768413e-06,3.836241860358793e-06,3.846382397954146e-06,3.861514932087173e-06,3.8716434168099315e-06,3.886825645052767e-06,3.901981039531515e-06,3.917097307371681e-06,630.2997
3.809964012255536e-06,3.8099936823551115e-06,3.8101441424298146e-06,3.8094790736483642e-06,3.8155323482295774e-06,3.815202442794043e-06,3.8200947889876584e-06,3.8236746907774795e-06,3.828632421379153e-06,3.83363165946313e-06,3.838708848007633e-06,3.843779498416635e-06,3.851087622439018e-06,3.8549299095783305e-06,3.8660809033623285e-06,3.87410795611804e-06,3.880206122197023e-06,3.890673940112807e-06,3.9007893234024375e-06,3.91087813945237e-06,3.925126791499488e-06,3.934831291134255e-06,3.950410941188289e-06,3.961628681919683e-06,3.978640305158157e-06,3.993795688177916e-06,630.34965
3.860118443590432e-06,3.860148586867574e-06,3.861904994735217e-06,3.865628844598811e-06,3.8652593451158354e-06,3.86656823514883e-06,3.870249982102385e-06,3.875176615938056e-06,3.880255838518679e-06,3.885254485124873e-06,3.890332102265521e-06,3.895372667262954e-06,3.902002063139715e-06,3.911198213512008e-06,3.917118819521889e-06,3.925678742697752e-06,3.936422793453535e-06,3.946576586137934e-06,3.956692275049359e-06,3.9667970103941285e-06,3.977744823491812e-06,3.987733314325672e-06,4.002975704916418e-06,4.018847888091889e-06,4.032549661053237e-06,4.048021035552062e-06,630.3996
3.901698148281977e-06,3.901728524592591e-06,3.901776618577606e-06,3.9068639980646e-06,3.906790694733673e-06,3.911926263502298e-06,3.9118300985892276e-06,3.916886826018473e-06,3.921980372662399e-06,3.926978522996342e-06,3.932056593450911e-06,3.93714877578824e-06,3.94730949094465e-06,3.952243204898867e-06,3.9624256521057485e-06,3.967451727782846e-06,3.977516800441929e-06,3.987634115109131e-06,3.9977500889845855e-06,4.007843391293838e-06,4.023022675838176e-06,4.033080576362831e-06,4.0482853182971054e-06,4.06347922829331e-06,4.083691898109845e-06,4.098630073054589e-06,630.44955
3.940123856819939e-06,3.94015101846546e-06,3.9441938124857805e-06,3.943938224258117e-06,3.945213050851436e-06,3.949018496702085e-06,3.95025281355351e-06,3.955310524863158e-06,3.960404653989848e-06,3.9654024809485844e-06,3.970480871790576e-06,3.979697981544583e-06,3.9843985753731315e-06,3.990676674034949e-06,3.9987852328562024e-06,4.009949866459638e-06,4.020058882999443e-06,4.030127224836928e-06,4.0402435318588045e-06,4.04966497534913e-06,4.061607595054895e-06,4.0749222932159655e-06,4.0901275972220404e-06,4.1053174530893975e-06,4.117191733273253e-06,4.138405851416683e-06,630.4995
3.979245895885535e-06,3.979245583073772e-06,3.978554985263643e-06,3.9804786771327935e-06,3.9843084474963104e-06,3.985527588698422e-06,3.9893481476043575e-06,3.9944038192154824e-06,3.999498290547431e-06,4.004496219365477e-06,4.009574812018221e-06,4.015886881533571e-06,4.020879944520505e-06,4.029888348487987e-06,4.039704258460032e-06,4.045731350155905e-06,4.056235301585529e-06,4.065916352925151e-06,4.0760327346054295e-06,4.090347561932557e-06,4.101981184678081e-06,4.1155774452505924e-06,4.130783967778879e-06,4.145982890080504e-06,4.164457583823639e-06,4.180457599804554e-06,630.54945
4.017568092561397e-06,4.017620344134483e-06,4.017595246987914e-06,4.017660892148043e-06,4.022683433660568e-06,4.022706636674321e-06,4.027722101012264e-06,4.032778756406827e-06,4.037873689099578e-06,4.0428702054394975e-06,4.047949420793332e-06,4.053031948887785e-06,4.058114892716311e-06,4.068058765714086e-06,4.078244674748213e-06,4.088390176963813e-06,4.093421652299265e-06,4.1085789251113e-06,4.118696064371667e-06,4.128714158755915e-06,4.1439626053137065e-06,4.1539293474343255e-06,4.1691367078518025e-06,4.184337238102631e-06,4.20453812189697e-06,4.219418331984943e-06,630.5994
4.0507181445110054e-06,4.054665604206617e-06,4.0546445228799025e-06,4.056159905311075e-06,4.059728975727451e-06,4.061218820821946e-06,4.064719296680205e-06,4.0698252712854885e-06,4.07492072243226e-06,4.079867726412649e-06,4.084960385250521e-06,4.091602978919586e-06,4.100653933906184e-06,4.106700292697094e-06,4.114573037612642e-06,4.1247314676168615e-06,4.1352898821018646e-06,4.14504205115508e-06,4.155181754974741e-06,4.171214325390857e-06,4.180445455642515e-06,4.195892370756005e-06,4.211100536182967e-06,4.226301671904145e-06,4.237973763049496e-06,4.259797453864517e-06,630.64935
4.091831531591167e-06,4.0911932445818874e-06,4.091170854939187e-06,4.095156211535522e-06,4.096256775697162e-06,4.100317433236554e-06,4.100872844825016e-06,4.106360575282368e-06,4.111456483074243e-06,4.1160219568161345e-06,4.121216565922867e-06,4.131205174975899e-06,4.1363332035814855e-06,4.1474725522508785e-06,4.155650028139739e-06,4.165777544608826e-06,4.175894138861221e-06,4.187133234571449e-06,4.197496235802456e-06,4.207100126913227e-06,4.222769134040602e-06,4.237890485225692e-06,4.253099334925681e-06,4.2682998058092175e-06,4.285641053055295e-06,4.30657303349259e-06,630.6993
4.128415321862893e-06,4.128455086995626e-06,4.128416265017388e-06,4.133489823332384e-06,4.133518779697167e-06,4.138438174499364e-06,4.143587363226967e-06,4.143607460627355e-06,4.148703887386879e-06,4.158735631472063e-06,4.16371895145785e-06,4.168819795646262e-06,4.1789957238045856e-06,4.184007183473723e-06,4.194011909579753e-06,4.2041363909081195e-06,4.214204162336406e-06,4.224395030344859e-06,4.239506638453788e-06,4.24961063927045e-06,4.264781108003088e-06,4.279866274465008e-06,4.2950762317843445e-06,4.310280393879405e-06,4.3252158439684455e-06,4.340620799671882e-06,630.74925
4.1709436332158904e-06,4.170985627607134e-06,4.170265807146032e-06,4.169983571797886e-06,4.176049617184528e-06,4.177071717839239e-06,4.180088836571169e-06,4.185457724339882e-06,4.1905546818673045e-06,4.195188301676119e-06,4.202366773087431e-06,4.210650333152835e-06,4.215459548160368e-06,4.225999960330179e-06,4.235978065360491e-06,4.246102915651136e-06,4.256170281684477e-06,4.266377272168939e-06,4.2814794094645075e-06,4.2915955163341655e-06,4.306751940852178e-06,4.321836457187574e-06,4.33706057044339e-06,4.352395903369582e-06,4.377176630292917e-06,4.390621834867232e-06,630.7992
4.2067103392038396e-06,4.206743977184682e-06,4.210894138700065e-06,4.212629355715381e-06,4.211808124269495e-06,4.217469506824416e-06,4.222699721541271e-06,4.226086708280747e-06,4.2311840724484845e-06,4.23742524703375e-06,4.2427758980456575e-06,4.251368010747091e-06,4.257778311466866e-06,4.267878453594647e-06,4.277974652530121e-06,4.28809999291908e-06,4.298166409199764e-06,4.308273360997412e-06,4.323450244442271e-06,4.333640834196478e-06,4.348704260200242e-06,4.363787541451999e-06,4.379113982723861e-06,4.395587698572864e-06,4.409271699627274e-06,4.4369912527391015e-06,630.84915
4.249203864279393e-06,4.249236888126783e-06,4.249169948981713e-06,4.2493678183455355e-06,4.254301271487336e-06,4.259404693739099e-06,4.259434294484372e-06,4.264363033195487e-06,4.269461221462149e-06,4.27961730239908e-06,4.28460347928951e-06,4.289658305006942e-06,4.299787983944971e-06,4.309840254697214e-06,4.319949459779272e-06,4.330075229669205e-06,4.340144689115598e-06,4.350288374033537e-06,4.3654264035106685e-06,4.375431925596622e-06,4.390724946398505e-06,4.4058108247450854e-06,4.420905842947026e-06,4.441298047116943e-06,4.4612885725192155e-06,4.476281972438978e-06,630.8991
